9.586628e+002 	 5.416634e+002 
9.591907e+002 	 5.422120e+002 
3.853954e+002 	 4.267476e+002 
9.647055e+002 	 5.423787e+002 
9.626072e+002 	 5.388767e+002 

1.580416e+001 	 6.290494e+002 
1.003905e+003 	 4.951307e+002 
9.652078e+002 	 5.810478e+002 
1.100434e+003 	 5.597191e+002 
9.666985e+002 	 5.454127e+002 
9.567095e+002 	 5.416750e+002 
9.563134e+002 	 5.425095e+002 
9.573092e+002 	 5.376509e+002 

1.394822e+003 	 4.691860e+002 
9.639606e+002 	 5.423859e+002 
9.618009e+002 	 5.377332e+002 

1.381845e+003 	 3.747576e+002 
9.749667e+002 	 5.435553e+002 
9.605969e+002 	 5.390842e+002 

9.620183e+002 	 5.589759e+002 
9.615291e+002 	 5.399177e+002 

1.697236e+003 	 3.811986e+002 
9.743880e+002 	 5.278008e+002 
9.559564e+002 	 5.387366e+002 
9.610509e+002 	 5.397031e+002 

1.831185e+003 	 4.325125e+002 
5.518207e+002 	 7.460407e+002 
9.716079e+002 	 5.355170e+002 
9.798603e+002 	 5.436175e+002 
9.593598e+002 	 5.419926e+002 

1.230632e+003 	 3.716422e+002 
9.711035e+002 	 6.230075e+002 
9.582577e+002 	 5.380233e+002 

1.270746e+003 	 3.646624e+002 
9.724162e+002 	 5.372306e+002 
9.594515e+002 	 5.403557e+002 

1.103221e+003 	 3.983129e+002 
9.659824e+002 	 5.419456e+002 
9.600998e+002 	 5.390133e+002 

1.867243e+003 	 5.358103e+002 
3.942545e+002 	 7.110201e+002 
9.853475e+002 	 5.322094e+002 
9.716723e+002 	 5.516178e+002 
9.578134e+002 	 5.394903e+002 

1.782051e+003 	 4.997293e+002 
8.543508e+002 	 5.998702e+002 
9.651624e+002 	 5.396938e+002 
9.614760e+002 	 5.425395e+002 

1.188032e+003 	 4.189198e+002 
9.637162e+002 	 5.484926e+002 
9.595095e+002 	 5.390853e+002 

1.418928e+003 	 3.431666e+002 
9.704421e+002 	 5.438791e+002 
9.585680e+002 	 5.401337e+002 

9.592563e+002 	 5.411904e+002 
1.821657e+003 	 4.175690e+002 
6.275062e+002 	 7.142271e+002 
9.676928e+002 	 5.340882e+002 
9.848342e+002 	 5.459899e+002 
9.521343e+002 	 5.396308e+002 
9.613533e+002 	 5.404527e+002 

9.335352e+002 	 5.380460e+002 
9.607788e+002 	 5.414804e+002 

9.610255e+002 	 5.423856e+002 
1.334386e+003 	 4.992159e+002 
9.691516e+002 	 5.486581e+002 
9.603885e+002 	 5.396156e+002 

1.529466e+003 	 3.627660e+002 
9.737820e+002 	 5.224443e+002 
9.611574e+002 	 5.375167e+002 

1.664854e+003 	 3.658210e+002 
9.829351e+002 	 5.193361e+002 
9.580718e+002 	 5.357546e+002 
9.615057e+002 	 5.418632e+002 

1.195393e+003 	 3.671525e+002 
9.598658e+002 	 5.404797e+002 

1.661698e+003 	 2.817061e+002 
1.802492e+003 	 3.921632e+002 
8.353564e+002 	 5.856360e+002 
9.645725e+002 	 5.389642e+002 
9.654365e+002 	 5.380936e+002 
9.621461e+002 	 5.388801e+002 

1.724609e+003 	 3.029467e+002 
8.755847e+002 	 5.203127e+002 
9.588492e+002 	 5.389177e+002 

1.710155e+003 	 3.358913e+002 
9.864013e+002 	 5.519396e+002 
9.584629e+002 	 5.403400e+002 

1.401171e+003 	 3.297348e+002 
9.648209e+002 	 5.403245e+002 
9.583928e+002 	 5.375146e+002 

1.098356e+003 	 2.440193e+002 
9.671654e+002 	 5.653794e+002 
9.598702e+002 	 5.431065e+002 
9.590617e+002 	 5.382945e+002 

1.453100e+003 	 1.258865e+002 
9.690081e+002 	 5.790335e+002 
9.579173e+002 	 5.434982e+002 
9.601436e+002 	 5.396237e+002 

1.377961e+003 	 1.577017e+002 
9.840724e+002 	 5.396533e+002 
9.602204e+002 	 5.445419e+002 
9.487627e+002 	 5.456565e+002 
9.648510e+002 	 5.340578e+002 
9.586336e+002 	 5.417094e+002 

1.062590e+003 	 3.377443e+002 
9.673830e+002 	 5.338454e+002 
9.593952e+002 	 5.405281e+002 

1.869487e+003 	 3.263456e+002 
8.731844e+000 	 8.891397e+002 
1.856750e+003 	 4.506041e+002 
5.859753e+002 	 6.095778e+002 
9.653300e+002 	 5.389067e+002 
9.657598e+002 	 5.461213e+002 
9.599392e+002 	 5.437843e+002 
9.583012e+002 	 5.378916e+002 

1.197114e+003 	 5.084000e+002 
9.519925e+002 	 5.361914e+002 
9.574678e+002 	 5.401090e+002 

1.319690e+003 	 4.726424e+002 
9.703465e+002 	 5.372446e+002 
9.583567e+002 	 5.401182e+002 

1.852906e+003 	 3.959074e+002 
4.715818e+002 	 6.958345e+002 
9.640158e+002 	 5.348953e+002 
9.740578e+002 	 5.498948e+002 
9.563092e+002 	 5.401743e+002 
9.608253e+002 	 5.413590e+002 

9.605185e+002 	 5.408548e+002 
1.626499e+003 	 1.575729e+002 
9.864295e+002 	 5.321801e+002 
9.498522e+002 	 5.442322e+002 
9.613230e+002 	 5.385873e+002 

1.551017e+003 	 3.385184e+002 
9.953643e+002 	 5.393251e+002 
9.598137e+002 	 5.399013e+002 

1.120695e+003 	 3.237181e+002 
9.664020e+002 	 5.410185e+002 
9.615867e+002 	 5.384686e+002 

1.731634e+003 	 6.078718e+002 
9.678030e+002 	 5.542987e+002 
9.577437e+002 	 5.412170e+002 

1.334495e+003 	 3.764990e+002 
9.641675e+002 	 5.346001e+002 
9.602306e+002 	 5.381141e+002 

1.038539e+003 	 4.047217e+002 
9.672649e+002 	 5.384917e+002 
9.592010e+002 	 5.403381e+002 

1.296263e+003 	 1.783891e+002 
9.074805e+002 	 5.685324e+002 
9.566167e+002 	 5.438734e+002 
9.612785e+002 	 5.383039e+002 

1.166786e+003 	 2.510563e+002 
9.539195e+002 	 5.500373e+002 
9.598835e+002 	 5.404931e+002 

9.328506e+002 	 5.800479e+002 
9.709518e+002 	 5.405013e+002 
9.753933e+002 	 5.438901e+002 
9.607859e+002 	 5.415576e+002 

9.608579e+002 	 5.414722e+002 
6.382542e+002 	 4.876721e+002 
9.558814e+002 	 5.382750e+002 
9.566607e+002 	 5.379291e+002 
9.616396e+002 	 5.404299e+002 

1.223706e+003 	 5.222912e+002 
1.004220e+003 	 5.428461e+002 
9.515043e+002 	 5.405475e+002 
9.599106e+002 	 5.423042e+002 

1.264506e+003 	 4.321593e+002 
9.387932e+002 	 5.512593e+002 
9.564312e+002 	 5.402796e+002 
9.614271e+002 	 5.406615e+002 

9.611896e+002 	 5.406362e+002 
1.300074e+003 	 5.746418e+002 
1.001118e+003 	 5.496923e+002 
9.613345e+002 	 6.375313e+002 
9.545135e+002 	 5.390430e+002 
9.616203e+002 	 5.394630e+002 

1.077016e+003 	 4.306423e+002 
9.215431e+002 	 5.479335e+002 
9.620866e+002 	 5.435690e+002 
9.705641e+002 	 5.395632e+002 
9.548622e+002 	 5.384133e+002 
9.583495e+002 	 5.392728e+002 

8.781080e+002 	 4.172664e+002 
9.590062e+002 	 5.368898e+002 
9.699852e+002 	 5.421380e+002 
9.569221e+002 	 5.393651e+002 
9.613625e+002 	 5.385537e+002 

4.607008e+002 	 4.028708e+002 
9.682120e+002 	 5.510295e+002 
9.628186e+002 	 5.420735e+002 

4.578114e+002 	 4.478627e+002 
9.600767e+002 	 5.479742e+002 
9.628865e+002 	 5.374406e+002 

1.100846e+003 	 7.259928e+002 
9.608293e+002 	 5.348946e+002 
9.543466e+002 	 5.416618e+002 
9.599037e+002 	 5.402444e+002 

7.507946e+002 	 3.447625e+002 
9.627919e+002 	 5.357329e+002 
9.609318e+002 	 5.412799e+002 

9.813590e+002 	 4.767136e+002 
9.849113e+002 	 5.468145e+002 
9.462215e+002 	 5.404707e+002 
9.635931e+002 	 5.407435e+002 
9.622872e+002 	 5.390322e+002 

7.532702e+002 	 3.582387e+002 
9.580233e+002 	 5.382502e+002 

8.839057e+002 	 7.197684e+002 
9.663754e+002 	 5.483044e+002 
9.634472e+002 	 5.385607e+002 
9.571982e+002 	 5.428549e+002 

9.574996e+002 	 5.425197e+002 
9.568867e+002 	 5.435947e+002 
9.588380e+002 	 5.403135e+002 

1.916959e+003 	 5.358660e+002 
1.158773e+003 	 4.187358e+002 
9.655357e+002 	 5.428334e+002 
9.602307e+002 	 5.430218e+002 
9.604671e+002 	 5.422258e+002 

7.646704e+002 	 5.050636e+002 
9.563517e+002 	 5.386177e+002 
9.608996e+002 	 5.418248e+002 

1.042226e+003 	 3.997299e+002 
9.292737e+002 	 5.494917e+002 
9.609136e+002 	 5.410909e+002 

8.179678e+002 	 6.465105e+002 
9.622648e+002 	 5.380872e+002 

9.621115e+002 	 5.376460e+002 
9.622609e+002 	 5.375419e+002 
9.623504e+002 	 5.376995e+002 
8.997298e+002 	 4.689795e+002 
9.616552e+002 	 5.636918e+002 
9.642859e+002 	 5.413214e+002 
9.575454e+002 	 5.415274e+002 

9.562911e+002 	 5.461094e+002 
9.587778e+002 	 5.408201e+002 

8.542134e+002 	 5.473257e+002 
9.611058e+002 	 5.386528e+002 

9.157494e+002 	 5.465517e+002 
9.596292e+002 	 5.378410e+002 

8.546002e+002 	 2.243653e+002 
9.736319e+002 	 5.526388e+002 
9.582815e+002 	 5.384017e+002 

9.060472e+002 	 4.190463e+002 
9.586386e+002 	 5.471648e+002 
9.560811e+002 	 5.424160e+002 
9.606005e+002 	 5.413109e+002 

1.117920e+003 	 4.705756e+002 
9.652076e+002 	 5.433760e+002 
9.611222e+002 	 5.403125e+002 

1.245786e+003 	 3.958991e+002 
9.921852e+002 	 5.516409e+002 
9.582053e+002 	 5.434982e+002 
9.625180e+002 	 5.399992e+002 

1.152726e+003 	 4.158559e+002 
9.622932e+002 	 5.532244e+002 
9.572844e+002 	 5.438268e+002 
9.595920e+002 	 5.384688e+002 

1.052966e+003 	 3.758999e+002 
9.882466e+002 	 5.350615e+002 
9.559174e+002 	 5.407787e+002 
9.589060e+002 	 5.404997e+002 

6.867692e+002 	 4.838346e+002 
9.638111e+002 	 5.403913e+002 
9.605455e+002 	 5.417405e+002 

6.214551e+002 	 5.435036e+002 
9.655135e+002 	 5.361211e+002 
9.625083e+002 	 5.365574e+002 
9.588473e+002 	 5.455926e+002 
9.599590e+002 	 5.394502e+002 

8.182105e+002 	 4.194516e+002 
9.629564e+002 	 5.395245e+002 

1.065700e+003 	 4.379777e+002 
9.542431e+002 	 5.419820e+002 
9.606898e+002 	 5.402894e+002 

9.606860e+002 	 5.402808e+002 
7.089653e+002 	 4.587970e+002 
9.687048e+002 	 5.424564e+002 
9.601607e+002 	 5.373355e+002 

1.000139e+003 	 4.773009e+002 
9.626751e+002 	 5.364319e+002 
9.583668e+002 	 5.416912e+002 

9.467812e+002 	 3.783195e+002 
9.675748e+002 	 5.360638e+002 
9.595047e+002 	 5.426225e+002 

7.996904e+002 	 4.597689e+002 
9.618491e+002 	 5.425370e+002 

6.697328e+002 	 4.763656e+002 
9.581393e+002 	 5.385742e+002 

1.129073e+003 	 4.328216e+002 
9.766585e+002 	 5.332587e+002 
9.611062e+002 	 5.407463e+002 

8.816290e+002 	 3.935080e+002 
9.601388e+002 	 5.369735e+002 
9.627141e+002 	 5.417922e+002 

1.004460e+003 	 4.862651e+002 
9.616526e+002 	 5.432120e+002 
9.602396e+002 	 5.406356e+002 

9.997761e+002 	 5.415722e+002 
9.640411e+002 	 5.413053e+002 
9.584586e+002 	 5.390873e+002 

8.750718e+002 	 4.119700e+002 
9.607894e+002 	 5.363289e+002 
9.620130e+002 	 5.405273e+002 

9.104814e+002 	 3.960123e+002 
9.376694e+002 	 3.944942e+002 
9.615083e+002 	 5.395989e+002 

1.145018e+003 	 3.973185e+002 
