                   0 	        -0.3060697804 	          2.206976243 	          1.368973857 	         -1.468060627 	     4.096448983E-005 	 
                   0 	        -0.3060697804 	          2.206976243 	          1.368973857 	         -1.468060627 	     4.096448983E-005 	 
                   0 	         -2.282784721 	          3.216398984 	          1.946151838 	         -1.260829942 	    -6.341485736E-006 	 
                   0 	         -2.282784721 	          3.216398984 	          1.950230869 	         -1.258293814 	    -1.867475883E-006 	 
                   0 	         -2.282784721 	          3.216398984 	          1.950178538 	          -1.25831432 	      1.85856021E-005 	 

                   0 	         -3.192209226 	          3.034626522 	          2.217300519 	         -1.690201418 	    -5.685265385E-006 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	          2.224151102 	         -1.691162819 	       0.001530852224 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	          2.223802494 	         -1.691592254 	       0.001528934695 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	          2.224674013 	         -1.691592254 	       0.001528934695 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	          2.223837381 	         -1.691224072 	        0.00154427453 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	           2.22378505 	         -1.691162819 	       0.001482915325 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	          2.223802494 	         -1.691142313 	       0.001462462169 	 
    1.185536214E-005 	         -3.191853694 	          3.034292562 	          2.223819938 	         -1.691142313 	       0.001462462169 	 

                   0 	        -0.3648012376 	         0.3525893457 	          1.922723744 	         -1.680834015 	     2.243734349E-005 	 
                   0 	        -0.3648012376 	         0.3525893457 	          1.918958567 	          -1.68122257 	     2.755062823E-005 	 
                   0 	        -0.3648012376 	         0.3525893457 	          1.918923679 	         -1.681181691 	     3.458137188E-005 	 

                   0 	         -2.282784721 	          3.216398984 	          1.951573102 	          -1.25485767 	     1.347219546E-005 	 
                   0 	         -2.282784721 	          3.216398984 	          1.950352842 	         -1.258150669 	    -1.228322911E-006 	 
                   0 	         -2.282784721 	          3.216398984 	          1.950248313 	         -1.258212055 	     1.219401142E-005 	 

                   0 	         -3.192209226 	          3.034626522 	          2.223837381 	         -1.691080927 	     1.093289476E-005 	 
                   0 	         -3.192209226 	          3.034626522 	          2.223854825 	         -1.690937782 	     1.157204774E-005 	 

                   0 	        -0.1305749131 	          1.229631809 	          1.616868747 	         -1.395636227 	     1.333774922E-006 	 
                   0 	        -0.1305749131 	          1.229631809 	          1.614306254 	         -1.402140332 	     3.393112511E-005 	 
                   0 	        -0.1305749131 	          1.229631809 	          1.614323697 	         -1.402324357 	     2.626122849E-005 	 
                   0 	        -0.1305749131 	          1.229631809 	          1.614358585 	         -1.402283477 	     3.329197214E-005 	 

                   0 	        -0.8550914246 	           2.72343242 	          1.442448074 	         -1.371869778 	     1.155936911E-005 	 
                   0 	        -0.8550914246 	           2.72343242 	          1.447991311 	         -1.383037078 	      9.64233688E-006 	 
                   0 	        -0.8550914246 	           2.72343242 	          1.445115097 	         -1.379376031 	    -8.254251124E-006 	 
                   0 	        -0.8550914246 	           2.72343242 	          1.445184872 	          -1.37945779 	    -2.231573843E-005 	 
                   0 	        -0.8550914246 	           2.72343242 	          1.445184872 	         -1.379703333 	    -1.656330072E-005 	 

